dlnr;artikelnr;artikelid;preis;pfandwert;menge
4843;S9131;S9131;233,94;0;3.0
4843;A5523S;A5523S;233,95;0;3.0
488;SI6024T;SI6024T;234,04;0;3.0
406;BM92371H;BM92371H;234,13;0;3.0
4843;S0935S;S0935S;234,13;0;3.0
274;42117;42117;234,13;0;3.0
274;28360;28360;234,23;0;3.0
4843;A1086S;A1086S;234,29;0;3.0
4843;A3463S;A3463S;234,38;0;3.0
406;BM90093H;BM90093H;234,39;0;3.0
274;FD1087;FD1087;234,41;0;3.0
488;VK6090T;VK6090T;234,45;0;3.0
4843;A6796S;A6796S;234,46;0;3.0
4843;S0001;S0001;234,46;0;3.0
4843;A5300;A5300;234,5;0;3.0
4843;S9143;S9143;234,51;0;3.0
274;95141;95141;234,55;0;3.0
274;42115;42115;234,63;0;3.0
488;MZ6026T;MZ6026T;234,69;0;3.0
406;BM90607H;BM90607H;234,69;0;3.0
488;CI6075T;CI6075T;234,73;0;3.0
274;15779;15779;234,74;0;3.0
274;22093;22093;234,74;0;3.0
4843;S5164;S5164;234,76;0;3.0
274;21752D;21752D;234,76;0;3.0
4843;S5248S;S5248S;234,79;0;3.0
4843;A1111S;A1111S;234,93;0;3.0
4843;A5533(MITSUBISHI);A5533(MITSUBISHI);234,99;0;3.0
4843;S0216;S0216;234,99;0;3.0
4843;S9455S;S9455S;235,06;0;3.0
488;DPF045S;DPF045S;235,09;0;3.0
406;BM90985H;BM90985H;235,11;0;3.0
4843;A0826(SEG);A0826(SEG);235,19;0;3.0
4843;A4017(DENSO);A4017(DENSO);235,19;0;3.0
4843;A6680(DENSO);A6680(DENSO);235,19;0;3.0
4843;S6140(DENSO);S6140(DENSO);235,19;0;3.0
4843;S6191(DENSO);S6191(DENSO);235,19;0;3.0
4843;S6215(DENSO);S6215(DENSO);235,19;0;3.0
4843;S6273(DENSO);S6273(DENSO);235,19;0;3.0
4843;S6525(DENSO);S6525(DENSO);235,19;0;3.0
4843;A0905PR;A0905PR;235,28;0;3.0
406;BM91032H;BM91032H;235,29;0;3.0
488;VX6063T;VX6063T;235,3;0;3.0
4843;A5296;A5296;235,34;0;3.0
488;DT6050T;DT6050T;235,39;0;3.0
274;FD1080;FD1080;235,39;0;3.0
488;VX6092T;VX6092T;235,44;0;3.0
406;BM91986H;BM91986H;235,44;0;3.0
4843;S0569;S0569;235,49;0;3.0
274;FD1092;FD1092;235,5;0;3.0
4843;A3712(VALEO);A3712(VALEO);235,51;0;3.0
274;45252D;45252D;235,53;0;3.0
4843;S1091(DELCO);S1091(DELCO);235,54;0;3.0
274;55296;55296;235,55;0;3.0
274;95122;95122;235,58;0;3.0
4843;A0488;A0488;235,58;0;3.0
4843;S0353;S0353;235,59;0;3.0
274;45242;45242;235,6;0;3.0
274;FD1058;FD1058;235,6;0;3.0
274;42118;42118;235,75;0;3.0
488;RE6082T;RE6082T;235,86;0;3.0
4843;S1034;S1034;235,9;0;3.0
4843;S0327;S0327;235,95;0;3.0
274;45229;45229;235,96;0;3.0
4843;S6547S;S6547S;235,98;0;3.0
406;BM90169H;BM90169H;236,04;0;3.0
274;37936;37936;236,04;0;3.0
274;28657D;28657D;236,05;0;3.0
4843;S0279;S0279;236,06;0;3.0
406;BM90077H;BM90077H;236,15;0;3.0
406;BM80278H;BM80278H;236,16;0;3.0
274;45217;45217;236,24;0;3.0
274;74143D;74143D;236,25;0;3.0
4843;A5311;A5311;236,26;0;3.0
4843;S0812S;S0812S;236,28;0;3.0
4843;A6803S;A6803S;236,3;0;3.0
406;BM91218H;BM91218H;236,33;0;3.0
4843;A5505S;A5505S;236,35;0;3.0
488;CI6072T;CI6072T;236,38;0;3.0
4843;A0768S;A0768S;236,39;0;3.0
4843;S6426S;S6426S;236,4;0;3.0
4843;A5138;A5138;236,5;0;3.0
4843;S0725S;S0725S;236,55;0;3.0
4843;S0857S;S0857S;236,55;0;3.0
4843;S0866S;S0866S;236,55;0;3.0
488;VK6061T;VK6061T;236,58;0;3.0
4843;A9049;A9049;236,65;0;3.0
274;20452D;20452D;236,68;0;3.0
488;SU6006T;SU6006T;236,7;0;3.0
4843;S0715S;S0715S;236,76;0;3.0
488;LD6005T;LD6005T;236,79;0;3.0
4843;S6446S;S6446S;236,79;0;3.0
274;71227;71227;236,8;0;3.0
4843;A0561S;A0561S;236,88;0;3.0
4843;S5273S;S5273S;237,03;0;3.0
4843;A5149;A5149;237,09;0;3.0
4843;S5247S;S5247S;237,21;0;3.0
4843;S5073;S5073;237,26;0;3.0
274;37891;37891;237,31;0;3.0
406;BM91070H;BM91070H;237,33;0;3.0
274;15776D;15776D;237,33;0;3.0
488;PT6120T;PT6120T;237,34;0;3.0
4843;A0701S;A0701S;237,44;0;3.0
4843;A6071(DENSO);A6071(DENSO);237,44;0;3.0
4843;A6469(DENSO);A6469(DENSO);237,44;0;3.0
4843;A6616S;A6616S;237,44;0;3.0
4843;S6518S;S6518S;237,46;0;3.0
4843;S5416S;S5416S;237,49;0;3.0
4843;A6730S;A6730S;237,53;0;3.0
406;BM80380H;BM80380H;237,55;0;3.0
4843;S0063;S0063;237,55;0;3.0
4843;S0437;S0437;237,55;0;3.0
4843;A0836S;A0836S;237,61;0;3.0
4843;A6359;A6359;237,74;0;3.0
488;DPF095S;DPF095S;237,75;0;3.0
274;21781D;21781D;237,78;0;3.0
4843;A3242(VALEO);A3242(VALEO);237,78;0;3.0
4843;A5350;A5350;237,78;0;3.0
4843;A3144PR;A3144PR;237,86;0;3.0
4843;S0106(BOSCH);S0106(BOSCH);237,89;0;3.0
4843;S0922(BOSCH);S0922(BOSCH);237,89;0;3.0
406;BM91265H;BM91265H;237,98;0;3.0
4843;S3149(VALEO);S3149(VALEO);237,98;0;3.0
406;BM90026H;BM90026H;237,99;0;3.0
4843;S0339;S0339;237,99;0;3.0
4843;A9193;A9193;238;0;3.0
488;MZ6113T;MZ6113T;238,06;0;3.0
4843;A3251(VALEO);A3251(VALEO);238,08;0;3.0
274;25120D;25120D;238,09;0;3.0
406;BM90440H;BM90440H;238,18;0;3.0
4843;A0567S;A0567S;238,19;0;3.0
4843;A6740S;A6740S;238,19;0;3.0
4843;S0348;S0348;238,19;0;3.0
274;55304D;55304D;238,19;0;3.0
274;95117;95117;238,23;0;3.0
4843;A5032;A5032;238,24;0;3.0
4843;A3639S;A3639S;238,29;0;3.0
4843;S5071;S5071;238,31;0;3.0
4843;A3226;A3226;238,34;0;3.0
406;BM90518H;BM90518H;238,4;0;3.0
406;BM90105H;BM90105H;238,41;0;3.0
4843;A3232;A3232;238,43;0;3.0
4843;S6538S;S6538S;238,46;0;3.0
488;DPF007S;DPF007S;238,48;0;3.0
488;VX6074T;VX6074T;238,5;0;3.0
406;BM80041H;BM80041H;238,53;0;3.0
406;BM90050H;BM90050H;238,53;0;3.0
274;37922;37922;238,58;0;3.0
4843;S0350;S0350;238,59;0;3.0
4843;S9123;S9123;238,59;0;3.0
4843;S0845S;S0845S;238,7;0;3.0
4843;A0505;A0505;238,76;0;3.0
4843;A0579S;A0579S;238,79;0;3.0
274;15803;15803;238,8;0;3.0
406;BM91020H;BM91020H;238,84;0;3.0
4843;A3166PR;A3166PR;238,89;0;3.0
4843;S0813S;S0813S;238,89;0;3.0
4843;S0854S;S0854S;238,94;0;3.0
274;FD1049;FD1049;238,95;0;3.0
4843;A5508(MITSUBISHI);A5508(MITSUBISHI);238,96;0;3.0
4843;A3483S;A3483S;239;0;3.0
4843;S0652S;S0652S;239;0;3.0
406;BM91752H;BM91752H;239,03;0;3.0
488;AU6033T;AU6033T;239,14;0;3.0
406;BM80195H;BM80195H;239,15;0;3.0
488;DPF023;DPF023;239,16;0;3.0
488;DPF173;DPF173;239,16;0;3.0
4843;A5236;A5236;239,2;0;3.0
4843;S0331;S0331;239,2;0;3.0
488;CL6021T;CL6021T;239,24;0;3.0
4843;A3194S;A3194S;239,24;0;3.0
4843;S0855S;S0855S;239,25;0;3.0
274;37893;37893;239,29;0;3.0
4843;S9188;S9188;239,31;0;3.0
274;95177;95177;239,34;0;3.0
4843;S0328;S0328;239,35;0;3.0
4843;S5156;S5156;239,41;0;3.0
4843;A3229;A3229;239,46;0;3.0
274;23010;23010;239,49;0;3.0
488;VX6085T;VX6085T;239,5;0;3.0
406;BM92120H;BM92120H;239,53;0;3.0
4843;S0513;S0513;239,53;0;3.0
4843;A9048;A9048;239,55;0;3.0
406;BM90796H;BM90796H;239,6;0;3.0
274;30950D;30950D;239,6;0;3.0
406;BM90300H;BM90300H;239,61;0;3.0
4843;A0503;A0503;239,63;0;3.0
4843;A3690S;A3690S;239,63;0;3.0
406;BM80016H;BM80016H;239,64;0;3.0
4843;A0607(SEG);A0607(SEG);239,68;0;3.0
4843;A0972(SEG);A0972(SEG);239,68;0;3.0
4843;A6163(DENSO);A6163(DENSO);239,68;0;3.0
4843;A6212(DENSO);A6212(DENSO);239,68;0;3.0
4843;S0175(SEG);S0175(SEG);239,68;0;3.0
488;DPF050;DPF050;239,69;0;3.0
4843;A0900S;A0900S;239,73;0;3.0
4843;S0222;S0222;239,8;0;3.0
274;33778;33778;239,8;0;3.0
4843;A6423S;A6423S;239,86;0;3.0
4843;A0948S;A0948S;239,91;0;3.0
4843;A3107;A3107;239,91;0;3.0
406;BM90044H;BM90044H;239,91;0;3.0
406;BM90063H;BM90063H;239,91;0;3.0
4843;S9275;S9275;239,93;0;3.0
406;BM80115H;BM80115H;239,99;0;3.0
4843;A5147;A5147;239,99;0;3.0
4843;A5315;A5315;239,99;0;3.0
4843;A5354;A5354;239,99;0;3.0
274;83160;83160;240,01;0;3.0
488;DPF051S;DPF051S;240,04;0;3.0
4843;A5514(MITSUBISHI);A5514(MITSUBISHI);240,06;0;3.0
488;DPF071;DPF071;240,11;0;3.0
4843;S0347;S0347;240,13;0;3.0
406;BM91159H;BM91159H;240,14;0;3.0
4843;S0443;S0443;240,15;0;3.0
4843;S0706S;S0706S;240,15;0;3.0
4843;A6625S;A6625S;240,2;0;3.0
488;VK6091T;VK6091T;240,25;0;3.0
406;BM11206;BM11206;240,25;0;3.0
4843;A3581S;A3581S;240,28;0;3.0
4843;S0333;S0333;240,28;0;3.0
4843;S0342;S0342;240,28;0;3.0
4843;S0345;S0345;240,28;0;3.0
4843;S0547;S0547;240,28;0;3.0
4843;S0012;S0012;240,31;0;3.0
4843;S0824S;S0824S;240,34;0;3.0
406;BM90840H;BM90840H;240,36;0;3.0
488;DPF028;DPF028;240,36;0;3.0
4843;S5062;S5062;240,39;0;3.0
274;25142;25142;240,48;0;3.0
4843;S0367;S0367;240,58;0;3.0
274;97086;97086;240,61;0;3.0
4843;A3462S;A3462S;240,68;0;3.0
406;BM90685H;BM90685H;240,69;0;3.0
4843;A3435(VALEO);A3435(VALEO);240,7;0;3.0
4843;A5225(MITSUBISHI);A5225(MITSUBISHI);240,7;0;3.0
406;BM91436H;BM91436H;240,7;0;3.0
4843;S0334;S0334;240,73;0;3.0
274;26038D;26038D;240,81;0;3.0
488;AU6035T;AU6035T;240,83;0;3.0
4843;A3577S;A3577S;240,86;0;3.0
4843;A3729S;A3729S;240,86;0;3.0
4843;A5396S;A5396S;240,86;0;3.0
406;BM90227H;BM90227H;240,9;0;3.0
488;DPF011S;DPF011S;240,94;0;3.0
4843;A6237;A6237;240,96;0;3.0
4843;A0722S;A0722S;240,99;0;3.0
4843;S0356;S0356;240,99;0;3.0
406;BM11013H;BM11013H;241;0;3.0
4843;A3130(VALEO);A3130(VALEO);241,1;0;3.0
274;95136;95136;241,11;0;3.0
488;BM6015T;BM6015T;241,13;0;3.0
274;45218;45218;241,15;0;3.0
406;BM91785H;BM91785H;241,23;0;3.0
274;51004;51004;241,24;0;3.0
488;MZ6105T;MZ6105T;241,3;0;3.0
4843;A0922S;A0922S;241,3;0;3.0
274;30976D;30976D;241,31;0;3.0
4843;A3277;A3277;241,38;0;3.0
406;BM90665H;BM90665H;241,44;0;3.0
274;15760;15760;241,51;0;3.0
274;42205;42205;241,51;0;3.0
406;BM80065H;BM80065H;241,53;0;3.0
406;BM90542H;BM90542H;241,54;0;3.0
4843;A0439;A0439;241,56;0;3.0
4843;A6529S;A6529S;241,56;0;3.0
4843;A6578S;A6578S;241,56;0;3.0
488;PT6077T;PT6077T;241,58;0;3.0
406;BM11050H;BM11050H;241,58;0;3.0
4843;A3493S;A3493S;241,61;0;3.0
2456;CAK10342;CAK10342;241,68;0;3.0
4843;A3461S;A3461S;241,71;0;3.0
274;50036;50036;241,73;0;3.0
4843;A5531S;A5531S;241,78;0;3.0
4843;A3165;A3165;241,8;0;3.0
274;51006;51006;241,83;0;3.0
406;BM80484H;BM80484H;241,86;0;3.0
4843;S3138(VALEO);S3138(VALEO);241,88;0;3.0
274;30994;30994;241,9;0;3.0
4843;A0896(SEG);A0896(SEG);241,91;0;3.0
4843;A6194(DENSO);A6194(DENSO);241,91;0;3.0
4843;A6266(DENSO);A6266(DENSO);241,91;0;3.0
4843;A6312(DENSO);A6312(DENSO);241,91;0;3.0
4843;A6655(DENSO);A6655(DENSO);241,91;0;3.0
4843;S0654S;S0654S;241,94;0;3.0
4843;S5470S;S5470S;241,95;0;3.0
4843;A0800S;A0800S;241,99;0;3.0
4843;A9367S;A9367S;242,01;0;3.0
4843;S0003;S0003;242,01;0;3.0
406;BM90096H;BM90096H;242,08;0;3.0
4843;A6428S;A6428S;242,08;0;3.0
274;FD1036;FD1036;242,1;0;3.0
4843;A3402S;A3402S;242,11;0;3.0
4843;A9133(MANDO);A9133(MANDO);242,11;0;3.0
4843;S0766S;S0766S;242,16;0;3.0
406;BM92056H;BM92056H;242,19;0;3.0
274;15752D;15752D;242,24;0;3.0
4843;A6210;A6210;242,3;0;3.0
406;BM91592H;BM91592H;242,35;0;3.0
406;BM92314H;BM92314H;242,38;0;3.0
4843;S6536S;S6536S;242,46;0;3.0
488;DE6021T;DE6021T;242,5;0;3.0
274;26067;26067;242,5;0;3.0
4843;A6602S;A6602S;242,6;0;3.0
274;95111;95111;242,6;0;3.0
406;BM90884H;BM90884H;242,61;0;3.0
406;BM91067H;BM91067H;242,61;0;3.0
274;20474;20474;242,61;0;3.0
274;15798;15798;242,64;0;3.0
274;91072;91072;242,64;0;3.0
4843;A0873S;A0873S;242,7;0;3.0
274;37924;37924;242,74;0;3.0
4843;A1096S;A1096S;242,83;0;3.0
4843;S0343;S0343;242,83;0;3.0
274;28642;28642;242,85;0;3.0
4843;A6424S;A6424S;242,86;0;3.0
488;VX6017T;VX6017T;242,9;0;3.0
488;DPF099;DPF099;242,93;0;3.0
4843;A3721S;A3721S;242,94;0;3.0
274;61039;61039;243;0;3.0
274;30569D;30569D;243,05;0;3.0
274;45233;45233;243,05;0;3.0
274;61056;61056;243,05;0;3.0
4843;S5092;S5092;243,06;0;3.0
274;FD1006;FD1006;243,06;0;3.0
488;VX6079T;VX6079T;243,13;0;3.0
4843;A3456S;A3456S;243,13;0;3.0
4843;S0008;S0008;243,13;0;3.0
4843;S0653S;S0653S;243,13;0;3.0
406;BM91773H;BM91773H;243,16;0;3.0
488;DPF005S;DPF005S;243,23;0;3.0
4843;A6820S;A6820S;243,24;0;3.0
274;28560;28560;243,25;0;3.0
274;69005;69005;243,25;0;3.0
406;BM90024H;BM90024H;243,28;0;3.0
4843;A0745S;A0745S;243,29;0;3.0
488;SA6012T;SA6012T;243,3;0;3.0
488;RE6116T;RE6116T;243,33;0;3.0
406;BM80185H;BM80185H;243,39;0;3.0
274;20414;20414;243,4;0;3.0
406;BM80079H;BM80079H;243,4;0;3.0
274;FD1091;FD1091;243,48;0;3.0
274;68013D;68013D;243,51;0;3.0
4843;A3485S;A3485S;243,59;0;3.0
4843;A5335;A5335;243,66;0;3.0
406;BM91207H;BM91207H;243,68;0;3.0
488;AU6008T;AU6008T;243,68;0;3.0
4843;DC9022S;DC9022S;243,71;0;3.0
406;BM91345H;BM91345H;243,73;0;3.0
274;83149D;83149D;243,73;0;3.0
4843;S0134;S0134;243,74;0;3.0
4843;S0856S;S0856S;243,74;0;3.0
4843;A5294(MITSUBISHI);A5294(MITSUBISHI);243,76;0;3.0
4843;S5569(MITSUBISHI);S5569(MITSUBISHI);243,76;0;3.0
274;FD1098;FD1098;243,76;0;3.0
274;71250;71250;243,81;0;3.0
274;20164;20164;243,83;0;3.0
406;BM80014H;BM80014H;243,89;0;3.0
4843;S0135;S0135;243,93;0;3.0
406;BM90718H;BM90718H;243,94;0;3.0
274;45223;45223;243,94;0;3.0
488;HA6027T;HA6027T;243,95;0;3.0
4843;S5534S;S5534S;243,95;0;3.0
406;BM91064H;BM91064H;243,99;0;3.0
488;VK6123T;VK6123T;244,03;0;3.0
274;55312;55312;244,03;0;3.0
274;20448D;20448D;244,13;0;3.0
406;BM90148H;BM90148H;244,14;0;3.0
406;BM90841H;BM90841H;244,14;0;3.0
4843;S9179;S9179;244,14;0;3.0
4843;A6047(DENSO);A6047(DENSO);244,16;0;3.0
4843;A6268(DENSO);A6268(DENSO);244,16;0;3.0
4843;A6363(DENSO);A6363(DENSO);244,16;0;3.0
4843;A6604(DENSO);A6604(DENSO);244,16;0;3.0
4843;S6061(DENSO);S6061(DENSO);244,16;0;3.0
4843;S6540(DENSO);S6540(DENSO);244,16;0;3.0
4843;A0790S;A0790S;244,18;0;3.0
4843;S0447;S0447;244,18;0;3.0
4843;S0817S;S0817S;244,18;0;3.0
4843;A3692S;A3692S;244,21;0;3.0
4843;A5355(MITSUBISHI);A5355(MITSUBISHI);244,21;0;3.0
4843;A5405(MITSUBISHI);A5405(MITSUBISHI);244,21;0;3.0
4843;A5452S;A5452S;244,21;0;3.0
4843;S1027;S1027;244,34;0;3.0
406;BM90264H;BM90264H;244,35;0;3.0
274;FD1065;FD1065;244,35;0;3.0
274;20412;20412;244,36;0;3.0
406;BM92271H;BM92271H;244,41;0;3.0
4843;S0352;S0352;244,41;0;3.0
488;FR6080T;FR6080T;244,45;0;3.0
406;BM92840H;BM92840H;244,46;0;3.0
488;VK6121T;VK6121T;244,49;0;3.0
4843;S0330;S0330;244,5;0;3.0
4843;S9379S;S9379S;244,55;0;3.0
406;BM90764H;BM90764H;244,56;0;3.0
274;69004;69004;244,63;0;3.0
4843;A3661S;A3661S;244,66;0;3.0
274;FD1094;FD1094;244,68;0;3.0
488;MZ6023T;MZ6023T;244,7;0;3.0
274;71178D;71178D;244,74;0;3.0
4843;A6429S;A6429S;244,75;0;3.0
274;28603;28603;244,88;0;3.0
4843;A3265;A3265;244,89;0;3.0
4843;S1037;S1037;244,89;0;3.0
4843;A0575S;A0575S;245,03;0;3.0
4843;A9313P;A9313P;245,03;0;3.0
274;83152;83152;245,03;0;3.0
488;VK6162T;VK6162T;245,09;0;3.0
4843;S0341;S0341;245,13;0;3.0
4843;A5556S;A5556S;245,14;0;3.0
4843;S0151;S0151;245,24;0;3.0
274;95075;95075;245,24;0;3.0
4843;A5549S;A5549S;245,31;0;3.0
4843;S0807S;S0807S;245,31;0;3.0
406;BM92024H;BM92024H;245,31;0;3.0
488;JG6011T;JG6011T;245,34;0;3.0
488;DPF060S;DPF060S;245,43;0;3.0
4843;S6186;S6186;245,54;0;3.0
4843;A3141;A3141;245,55;0;3.0
4843;A6419S;A6419S;245,6;0;3.0
406;BM92223H;BM92223H;245,64;0;3.0
406;BM90344H;BM90344H;245,65;0;3.0
4843;A3465S;A3465S;245,71;0;3.0
4843;A3467S;A3467S;245,71;0;3.0
274;71280;71280;245,73;0;3.0
274;95154;95154;245,81;0;3.0
4843;S1175S;S1175S;245,89;0;3.0
406;BM90859H;BM90859H;245,93;0;3.0
4843;S0338;S0338;245,95;0;3.0
274;21760D;21760D;245,95;0;3.0
4843;A0774S;A0774S;245,98;0;3.0
274;30221;30221;245,98;0;3.0
488;AU6061T;AU6061T;246,09;0;3.0
4843;S0440;S0440;246,13;0;3.0
4843;S0837S;S0837S;246,18;0;3.0
406;BM90705H;BM90705H;246,19;0;3.0
406;BM91355H;BM91355H;246,19;0;3.0
488;HY6012T;HY6012T;246,24;0;3.0
488;DPF164;DPF164;246,29;0;3.0
488;BM6009T;BM6009T;246,33;0;3.0
4843;A0650(SEG);A0650(SEG);246,39;0;3.0
4843;A6254(DENSO);A6254(DENSO);246,39;0;3.0
4843;A6377(DENSO);A6377(DENSO);246,39;0;3.0
4843;S5446S;S5446S;246,6;0;3.0
4843;A5301(MITSUBISHI);A5301(MITSUBISHI);246,64;0;3.0
4843;S0590;S0590;246,65;0;3.0
274;74151;74151;246,66;0;3.0
4843;S0714S;S0714S;246,7;0;3.0
4843;S0436;S0436;246,73;0;3.0
406;BM80577H;BM80577H;246,84;0;3.0
274;28694;28694;246,93;0;3.0
406;BM90166H;BM90166H;246,94;0;3.0
274;74158;74158;247,01;0;3.0
4843;A6466S;A6466S;247,05;0;3.0
4843;A5513(MITSUBISHI);A5513(MITSUBISHI);247,08;0;3.0
4843;S5456S;S5456S;247,08;0;3.0
406;BM80476H;BM80476H;247,1;0;3.0
4843;S0816S;S0816S;247,15;0;3.0
4843;A0750S;A0750S;247,19;0;3.0
4843;S0818S;S0818S;247,2;0;3.0
406;BM80415H;BM80415H;247,26;0;3.0
406;BM90278H;BM90278H;247,26;0;3.0
4843;A0138(BOSCH);A0138(BOSCH);247,28;0;3.0
4843;A0883S;A0883S;247,29;0;3.0
4843;A3634S;A3634S;247,34;0;3.0
274;95084;95084;247,35;0;3.0
406;BM90586H;BM90586H;247,38;0;3.0
4843;S0372;S0372;247,43;0;3.0
488;PT6076T;PT6076T;247,44;0;3.0
4843;A0580S;A0580S;247,49;0;3.0
4843;S5254(MITSUBISHI);S5254(MITSUBISHI);247,51;0;3.0
4843;S0362;S0362;247,56;0;3.0
4843;S0448;S0448;247,56;0;3.0
4843;S0825S;S0825S;247,56;0;3.0
4843;S0829S;S0829S;247,56;0;3.0
406;BM80330H;BM80330H;247,59;0;3.0
406;BM90022H;BM90022H;247,59;0;3.0
406;BM90315H;BM90315H;247,64;0;3.0
406;BM11151;BM11151;247,7;0;3.0
406;BM90584H;BM90584H;247,7;0;3.0
4843;S0815S;S0815S;247,7;0;3.0
4843;A6087;A6087;247,75;0;3.0
274;28609D;28609D;247,78;0;3.0
406;BM80329H;BM80329H;247,8;0;3.0
4843;S0373;S0373;247,8;0;3.0
488;HY6016T;HY6016T;247,86;0;3.0
488;AU6067T;AU6067T;247,91;0;3.0
406;BM91333H;BM91333H;247,91;0;3.0
274;37865D;37865D;247,99;0;3.0
4843;S0364;S0364;248,01;0;3.0
4843;S0449;S0449;248,04;0;3.0
4843;S9140;S9140;248,06;0;3.0
4843;S1069(DELCO);S1069(DELCO);248,08;0;3.0
406;BM91281H;BM91281H;248,13;0;3.0
4843;S0221;S0221;248,15;0;3.0
406;BM80155H;BM80155H;248,19;0;3.0
4843;A2101PR;A2101PR;248,2;0;3.0
4843;S0076SR;S0076SR;248,2;0;3.0
406;BM90353H;BM90353H;248,24;0;3.0
406;BM91374H;BM91374H;248,26;0;3.0
274;21734D;21734D;248,28;0;3.0
274;37861;37861;248,28;0;3.0
488;VX6068T;VX6068T;248,3;0;3.0
406;BM80470H;BM80470H;248,41;0;3.0
4843;S3241(VALEO);S3241(VALEO);248,44;0;3.0
406;BM91282H;BM91282H;248,46;0;3.0
406;BM91344H;BM91344H;248,46;0;3.0
4843;S3147(VALEO);S3147(VALEO);248,46;0;3.0
4843;A0943S;A0943S;248,51;0;3.0
274;FD1037Q;FD1037Q;248,53;0;3.0
4843;A3123;A3123;248,56;0;3.0
4843;A5312;A5312;248,56;0;3.0
274;FD5020;FD5020;248,6;0;3.0
406;BM11089H;BM11089H;248,61;0;3.0
4843;A0954(SEG);A0954(SEG);248,63;0;3.0
4843;A6124(DENSO);A6124(DENSO);248,63;0;3.0
4843;S6032(DENSO);S6032(DENSO);248,63;0;3.0
4843;S6037(DENSO);S6037(DENSO);248,63;0;3.0
488;VX6119T;VX6119T;248,68;0;3.0
4843;A3727(VALEO);A3727(VALEO);248,8;0;3.0
4843;A0867S;A0867S;248,88;0;3.0
488;VX6081T;VX6081T;248,89;0;3.0
406;BM80083H;BM80083H;248,89;0;3.0
274;71231D;71231D;248,89;0;3.0
4843;A3255(VALEO);A3255(VALEO);248,96;0;3.0
488;VX6094T;VX6094T;249;0;3.0
4843;MP0044S;MP0044S;249;0;3.0
406;BM91164H;BM91164H;249,08;0;3.0
4843;A0498S;A0498S;249,13;0;3.0
4843;S5063;S5063;249,13;0;3.0
406;BM90120H;BM90120H;249,14;0;3.0
274;30219;30219;249,19;0;3.0
488;TY6058T;TY6058T;249,21;0;3.0
406;BM90054H;BM90054H;249,24;0;3.0
406;BM91040H;BM91040H;249,28;0;3.0
4843;MP0054S;MP0054S;249,28;0;3.0
274;20407;20407;249,29;0;3.0
274;33762;33762;249,29;0;3.0
274;55284;55284;249,39;0;3.0
406;BM91500H;BM91500H;249,54;0;3.0
4843;S0220;S0220;249,54;0;3.0
4843;S0836S;S0836S;249,55;0;3.0
4843;A3165S;A3165S;249,59;0;3.0
406;BM91308H;BM91308H;249,64;0;3.0
4843;A3512S;A3512S;249,68;0;3.0
274;71108;71108;249,7;0;3.0
4843;A6642S;A6642S;249,71;0;3.0
406;BM80190H;BM80190H;249,75;0;3.0
274;33774;33774;249,81;0;3.0
488;AR6012T;AR6012T;249,81;0;3.0
4843;A0266;A0266;249,83;0;3.0
4843;S9126;S9126;249,85;0;3.0
4843;S0859S;S0859S;249,9;0;3.0
4843;S0007;S0007;249,93;0;3.0
4843;A0487S;A0487S;249,95;0;3.0
406;BM90802H;BM90802H;249,96;0;3.0
4843;A3457S;A3457S;249,99;0;3.0
406;BM92197H;BM92197H;250;0;3.0
4843;S0863S;S0863S;250,06;0;3.0
274;42261;42261;250,08;0;3.0
4843;S0019;S0019;250,09;0;3.0
4843;A3431S;A3431S;250,1;0;3.0
274;20461;20461;250,15;0;3.0
4843;A5535S;A5535S;250,19;0;3.0
4843;A5537S;A5537S;250,19;0;3.0
4843;S0355;S0355;250,19;0;3.0
4843;A3364S;A3364S;250,25;0;3.0
4843;S9210;S9210;250,38;0;3.0
488;BM6053T;BM6053T;250,41;0;3.0
488;FR6070T;FR6070T;250,43;0;3.0
488;BM6056T;BM6056T;250,44;0;3.0
274;22094;22094;250,44;0;3.0
406;BM80092H;BM80092H;250,48;0;3.0
4843;A6272;A6272;250,49;0;3.0
4843;S0283;S0283;250,49;0;3.0
406;BM80286H;BM80286H;250,49;0;3.0
488;DPF009S;DPF009S;250,5;0;3.0
4843;A6410S;A6410S;250,53;0;3.0
406;BM80211H;BM80211H;250,55;0;3.0
406;BM80260H;BM80260H;250,55;0;3.0
4843;A9263(MANDO);A9263(MANDO);250,56;0;3.0
488;HY6023T;HY6023T;250,6;0;3.0
4843;A6761S;A6761S;250,64;0;3.0
4843;S9551S;S9551S;250,68;0;3.0
406;BM80311H;BM80311H;250,71;0;3.0
488;RE6115T;RE6115T;250,73;0;3.0
4843;A0207;A0207;250,8;0;3.0
4843;S5072;S5072;250,83;0;3.0
4843;S0360;S0360;250,83;0;3.0
4843;A0821S;A0821S;250,85;0;3.0
4843;A3643(VALEO);A3643(VALEO);250,88;0;3.0
4843;A6026(DENSO);A6026(DENSO);250,88;0;3.0
4843;A6060(DENSO);A6060(DENSO);250,88;0;3.0
4843;A6077(DENSO);A6077(DENSO);250,88;0;3.0
4843;S0990(SEG);S0990(SEG);250,88;0;3.0
274;FD1005;FD1005;250,93;0;3.0
4843;S9258;S9258;250,98;0;3.0
4843;A3115;A3115;251;0;3.0
4843;A5357;A5357;251,04;0;3.0
2456;CAK10809;CAK10809;251,05;0;3.0
4843;A0199(P);A0199(P);251,05;0;3.0
406;BM90181H;BM90181H;251,1;0;3.0
